Department,course,level,Class,term,percent
TEDU,EDTE 7400,Graduate,Curriculum Science Education,Fall 17-18,
TEDU,EDTE 7500,Graduate,Inquiry Clarification Soc Stud,Fall 17-18,
TEDU,EDTE 7900,Graduate,Adv Sem in Education Research,Fall 17-18,
TEDU,EDTE 7920,Graduate,Curriculum & Instruction Pract,Fall 17-18,25
TEDU,EDTE 8000,Graduate,Adv Dynamics of Human Lrng,Fall 17-18,50
TEDU,EDTE 8020,Graduate,Dynamic of Change in Education,Fall 17-18,
TEDU,EDTE 8040,Graduate,Writing for Publication,Fall 17-18,
TEDU,EDTE 8310,Graduate,Practicum in Mathematics,Fall 17-18,0
TEDU,EDTE 8500,Graduate,Seminar in Social Studies Curr,Fall 17-18,
TEDU,EDTE 8510,Graduate,Sem in Social Studies Research,Fall 17-18,
TEDU,EDTE 8900,Graduate,Special Topics in EDTE,Fall 17-18,4
TEDU,EDTE 8923,Graduate,Practicum in Science Education,Fall 17-18,5
TEDU,EDTE 8930,Graduate,Independent Study in Education,Fall 17-18,10
TEDU,EDTE 8940,Graduate,Research in Math Education,Fall 17-18,0
TEDU,EDTE 8941,Graduate,Research in Science Education,Fall 17-18,
TEDU,EDTE 8950,Graduate,Dissertation,Fall 17-18,8
TEDU,EDCR 1010,Undergraduate,Democracy and Education,Fall 17-18,50
TEDU,EDCR 2010,Undergraduate,Childhood in America: Elem Sch,Fall 17-18,46.7
TEDU,EDCR 2015,Undergraduate,Childhood in America: High Sch,Fall 17-18,
TEDU,EDCR 2100,Undergraduate,Intro to Democratic Classroom,Fall 17-18,
TEDU,EDCR 3100,Undergraduate,Adv Methods Democratic Clsrm,Fall 17-18,73.3
TEDU,EDCR 4010,Undergraduate,Exhibition in Democratic Educa,Fall 17-18,
TEDU,EDEC 1001,Undergraduate,Intro EarlyChildhood Education,Fall 17-18,100
TEDU,EDEC 1600,Undergraduate,Intro to Child Development,Fall 17-18,74.8
TEDU,EDEC 2001,Undergraduate,Sophomore Clinical Experience,Fall 17-18,26
TEDU,EDEC 2100,Undergraduate,Children's Literature & Story,Fall 17-18,85
TEDU,EDEC 2301,Undergraduate,Emergent Math and Science,Fall 17-18,40
TEDU,EDEC 2400,Undergraduate,Infant-Toddler Ed: Dev & Curr,Fall 17-18,75.6
TEDU,EDEC 2500,Undergraduate,Emergent Literacy and Reading,Fall 17-18,58.3
TEDU,EDEC 2600,Undergraduate,Global Early Childhood Ed,Fall 17-18,
TEDU,EDEC 2900,Undergraduate,Special Topics in EDEC,Fall 17-18,
TEDU,EDEC 2929,Undergraduate,PK Practicum Seminar,Fall 17-18,
TEDU,EDEC 3002,Undergraduate,Junior Clinical Experiences I,Fall 17-18,35.4
TEDU,EDEC 3003,Undergraduate,Junior Clinical Experiences II,Fall 17-18,
TEDU,EDEC 3110,Undergraduate,Methods of Teach Rdg Grs 1-3,Fall 17-18,92
TEDU,EDEC 3120,Undergraduate,Obser Yng Children for Reading,Fall 17-18,60
TEDU,EDEC 3300,Undergraduate,Teaching Children Math P-3,Fall 17-18,69.7
TEDU,EDEC 3400,Undergraduate,Teaching Children Science P-3,Fall 17-18,
TEDU,EDEC 3500,Undergraduate,Teach Early Child Soc Studies,Fall 17-18,70.8
TEDU,EDEC 3610,Undergraduate,Guidance & Management Early Ch,Fall 17-18,85.6
TEDU,EDEC 3701,Undergraduate,Diversity Early Childhood Ed,Fall 17-18,92.7
TEDU,EDEC 3801,Undergraduate,Play & Creativity in ECE,Fall 17-18,50
TEDU,EDEC 3929,Undergraduate,Practicum Early Childhood Ed,Fall 17-18,0
TEDU,EDEC 4100,Undergraduate,Family School and Community,Fall 17-18,100
TEDU,EDEC 4200,Undergraduate,Phil & Theories Child Develop,Fall 17-18,50.6
TEDU,EDEC 4300,Undergraduate,Authentic Assessment in ECE,Fall 17-18,
TEDU,EDEC 4500,Undergraduate,EC Curriculum Princ & Practice,Fall 17-18,100
TEDU,EDHP 2010,Undergraduate,Intro to Applied Research,Fall 17-18,
TEDU,EDHP 2700,Undergraduate,Classroom Learning Processes,Fall 17-18,
TEDU,EDHP 2820,Undergraduate,Ideas and Inquiry in Education,Fall 17-18,
TEDU,EDHP 3530,Undergraduate,Issues in Rural Education,Fall 17-18,3.3
TEDU,EDHP 3930J,Undergraduate,Undergrad Research Project,Fall 17-18,
TEDU,EDHP 4010,Undergraduate,Multicultural Field Experienc,Fall 17-18,
TEDU,EDMC 3000,Undergraduate,Intro Middle Childhood Educ,Fall 17-18,80
TEDU,EDMC 3010,Undergraduate,Curriculum Develop Mid Child,Fall 17-18,
TEDU,EDMC 3100,Undergraduate,Teaching Mid Child Lang Arts,Fall 17-18,46.7
TEDU,EDMC 3210,Undergraduate,Literature for Middle Child,Fall 17-18,56.7
TEDU,EDMC 3300,Undergraduate,Teaching Middle Child Math,Fall 17-18,53.3
TEDU,EDMC 3400,Undergraduate,Teaching Midddle Child Science,Fall 17-18,26.7
TEDU,EDMC 3500,Undergraduate,Teach Mid Child Social Studies,Fall 17-18,63.3
TEDU,EDSE 3500,Undergraduate,Secondary Planning &  Instruct,Fall 17-18,90
TEDU,EDSE 3510,Undergraduate,Secondary Teaching & Learning,Fall 17-18,50
TEDU,EDSE 4400C,Undergraduate,Secondary Sch Science Methods,Fall 17-18,36
TEDU,EDSE 4790,Undergraduate,Intro to Teaching Soc Studies,Fall 17-18,60
TEDU,EDSE 4790L,Undergraduate,Teach Sec Social Studies Field,Fall 17-18,72
TEDU,EDSP 2710,Undergraduate,Intro to Special Education,Fall 17-18,76.7
TEDU,EDSP 3550,Undergraduate,Technological Application SpEd,Fall 17-18,70
TEDU,EDSP 3600,Undergraduate,Field Experience SpEd Mild-Mod,Fall 17-18,52
TEDU,EDSP 3610,Undergraduate,Field Experience Mod-Intensive,Fall 17-18,64
TEDU,EDSP 3700,Undergraduate,Class Management Special Needs,Fall 17-18,70
TEDU,EDSP 3760,Undergraduate,Methods for Learners Mild-Mod,Fall 17-18,
TEDU,EDSP 3770,Undergraduate,Career Dev Tran Plan Spec Need,Fall 17-18,
TEDU,EDSP 4600,Undergraduate,Field Exp Mild to Moderate,Fall 17-18,
TEDU,EDSP 4610,Undergraduate,Field Exp Moderate-Intensive,Fall 17-18,
TEDU,EDSP 4730,Undergraduate,Current Issues in Special Ed,Fall 17-18,70
TEDU,EDSP 4750,Undergraduate,Methods Learners Mod-Intensive,Fall 17-18,
TEDU,EDSP 4770,Undergraduate,Collab Curr Consult Co-Teach,Fall 17-18,
TEDU,EDSP 4850,Undergraduate,Assess Special Needs Learners,Fall 17-18,80
TEDU,EDTE 1000,Undergraduate,Intro to Teacher Education,Fall 17-18,100
TEDU,EDTE 2000,Undergraduate,Learning & Human Development,Fall 17-18,66.7
TEDU,EDTE 2010,Undergraduate,Char Learnr w/Exceptionalities,Fall 17-18,67.3
TEDU,EDTE 2020,Undergraduate,Field Experience in Education,Fall 17-18,66.7
TEDU,EDTE 2200,Undergraduate,Phonics/Structure of Language,Fall 17-18,100
TEDU,EDTE 2500,Undergraduate,Issues in Global Education,Fall 17-18,
TEDU,EDTE 3250,Undergraduate,Developmental Reading Instruct,Fall 17-18,68
TEDU,EDTE 3710,Undergraduate,Adaptations Early Chld Learner,Fall 17-18,
TEDU,EDTE 3720,Undergraduate,Adaptations Middle Chld Learnr,Fall 17-18,96.7
TEDU,EDTE 3730,Undergraduate,Adaptations Adoles-Young Adult,Fall 17-18,90
TEDU,EDTE 4200,Undergraduate,Tchg Rdg In Content,Fall 17-18,63.7
TEDU,EDTE 4210,Undergraduate,Rdg Instruct Diag Remed Class,Fall 17-18,78
TEDU,EDTE 4220,Undergraduate,Assess/Teach Struggling Reader,Fall 17-18,
TEDU,EDTE 4230,Undergraduate,Reading Practicum,Fall 17-18,
TEDU,EDTE 4900,Undergraduate,Special Topics in EDTE,Fall 17-18,1.2
C&HE,EDCE 6200,Graduate,Foundations of Counseling,Spr 17-18,
C&HE,EDCE 6220,Graduate,Career Development,Spr 17-18,
C&HE,EDCE 6240,Graduate,Professional School Counseling,Spr 17-18,100
C&HE,EDCE 6260,Graduate,Med Psycho Issues- Rehab,Spr 17-18,
C&HE,EDCE 6290,Graduate,Job Placement Theory and Tech,Spr 17-18,100
C&HE,EDCE 6310,Graduate,Appraisal I,Spr 17-18,
C&HE,EDCE 6450,Graduate,Counseling Over the Lifespan,Spr 17-18,
C&HE,EDCE 6500,Graduate,Group Counseling I,Spr 17-18,66.7
C&HE,EDCE 6550,Graduate,Counseling Theory and Tech,Spr 17-18,
C&HE,EDCE 6620,Graduate,Diag and Treatment Plan,Spr 17-18,73.3
C&HE,EDCE 6750,Graduate,Psychopathology for Counselors,Spr 17-18,71.7
C&HE,EDCE 6810,Graduate,Seminar in Counseling,Spr 17-18,96.7
C&HE,EDCE 6850,Graduate,Multicultural Education,Spr 17-18,
C&HE,EDCE 6860,Graduate,Multicultural Counseling,Spr 17-18,
C&HE,EDCE 6900,Graduate,Special Topics in EDCE,Spr 17-18,
C&HE,EDCE 6910,Graduate,Field Experience in Counseling,Spr 17-18,1.7
C&HE,EDCE 6914,Graduate,Counseling Internship,Spr 17-18,
C&HE,EDCE 6915,Graduate,Counseling Internship,Spr 17-18,100
C&HE,EDCE 6920,Graduate,Counseling Practicum,Spr 17-18,75
C&HE,EDCE 6921,Graduate,Advanced Counseling: School,Spr 17-18,
C&HE,EDCE 6922,Graduate,Adv Prac: Clinical Mental Hlth,Spr 17-18,
C&HE,EDCE 6924,Graduate,Advanced Practicum: Rehab,Spr 17-18,
C&HE,EDCE 6930,Graduate,Readings and Research in Couns,Spr 17-18,2.2
C&HE,EDCE 7241,Graduate,Introduction to Play Therapy,Spr 17-18,
C&HE,EDCE 7245,Graduate,Counsel Child and Adolescents,Spr 17-18,
C&HE,EDCE 7320,Graduate,Personality Assessment,Spr 17-18,
C&HE,EDCE 7330,Graduate,Couns Assess of Child and Adol,Spr 17-18,66.7
C&HE,EDCE 7390,Graduate,Family Counseling,Spr 17-18,
C&HE,EDCE 7600,Graduate,Addictions Counseling,Spr 17-18,
C&HE,EDCE 7620,Graduate,Legal Ethic Aspects of Counsel,Spr 17-18,
C&HE,EDCE 7700,Graduate,Brief and Solution Focus Ther,Spr 17-18,
C&HE,EDCE 7701,Graduate,Suicide Essentials,Spr 17-18,
C&HE,EDCE 7703,Graduate,Cognitive Therapy,Spr 17-18,
C&HE,EDCE 7704,Graduate,Counsel Term Ill and HIV/AIDS,Spr 17-18,
C&HE,EDCE 7705,Graduate,Rational Emotive Behav Therapy,Spr 17-18,
C&HE,EDCE 7720,Graduate,Psychiatric Rehabilitation,Spr 17-18,
C&HE,EDCE 8200,Graduate,Adv Sem for Counseling Educ,Spr 17-18,
C&HE,EDCE 8240,Graduate,CE Professional Publications,Spr 17-18,66.7
C&HE,EDCE 8520,Graduate,Advanced Group Counseling,Spr 17-18,40
C&HE,EDCE 8550,Graduate,Counseling Theory Advanced,Spr 17-18,
C&HE,EDCE 8590,Graduate,Counselor Supervision,Spr 17-18,
C&HE,EDCE 8600,Graduate,Counselor Education,Spr 17-18,
C&HE,EDCE 8640,Graduate,Mental Health Consultation,Spr 17-18,
C&HE,EDCE 8900,Graduate,Special Topics in EDCE,Spr 17-18,
C&HE,EDCE 8910,Graduate,Internship,Spr 17-18,41.7
C&HE,EDCE 8920,Graduate,Practicum in Counselor Educ,Spr 17-18,58.3
C&HE,EDCE 8930,Graduate,Adv Read and Rsrch in Counsel,Spr 17-18,3.3
C&HE,EDCE 8950,Graduate,Dissertation,Spr 17-18,21.3
C&HE,EDCE 8990,Graduate,Leadership in Counseling,Spr 17-18,
C&HE,EDCP 5210,Graduate,Coll Stu Dev: Theory Practice,Spr 17-18,
C&HE,EDCP 5220,Graduate,College Campus/Student Environ,Spr 17-18,76.7
C&HE,EDCP 6300,Graduate,Help Relationship in Higher Ed,Spr 17-18,
C&HE,EDCP 6400,Graduate,Student Affairs Seminar I,Spr 17-18,
C&HE,EDCP 6500,Graduate,Student Affairs Seminar II,Spr 17-18,86.7
C&HE,EDCP 6600,Graduate,Student Affairs Seminar III,Spr 17-18,
C&HE,EDCP 6900,Graduate,Special Topics in EDCP,Spr 17-18,
C&HE,EDCP 6920,Graduate,Practicum in Student Affairs,Spr 17-18,66.7
C&HE,EDCP 7250,Graduate,Adv Student Development,Spr 17-18,80
C&HE,EDCP 7430,Graduate,Spec Studies in Stud Dev,Spr 17-18,56.7
C&HE,EDCP 7470C,Graduate,Service-learning,Spr 17-18,
C&HE,EDCP 8210,Graduate,Adv Stu Dev: Theory and Rsrch,Spr 17-18,
C&HE,EDCP 8900,Graduate,Special Topics in EDCP,Spr 17-18,
C&HE,EDHE 6880,Graduate,Higher Educ in United States,Spr 17-18,
C&HE,EDHE 6885,Graduate,Hist/Phil American High Educ,Spr 17-18,26.7
C&HE,EDHE 6890,Graduate,Legal Issues in Amer Higher Ed,Spr 17-18,
C&HE,EDHE 6900,Graduate,Special Topics in Higher Educ,Spr 17-18,
C&HE,EDHE 6940,Graduate,Capstone in Higher Ed/Stu Aff,Spr 17-18,
C&HE,EDHE 7210,Graduate,Diversity in Amer Higher Edu,Spr 17-18,67.1
C&HE,EDHE 7390,Graduate,Amer Comm Colleges,Spr 17-18,
C&HE,EDHE 7780,Graduate,Assessment and Evaluation,Spr 17-18,
C&HE,EDHE 7790,Graduate,Finance/Budgeting in High Educ,Spr 17-18,93.3
C&HE,EDHE 7800,Graduate,The Professoriate,Spr 17-18,
C&HE,EDHE 7810,Graduate,Pract Coll Teaching and Curric,Spr 17-18,
C&HE,EDHE 7820,Graduate,Effect Curr and Tchng Practice,Spr 17-18,33.3
C&HE,EDHE 7830,Graduate,Institutional Research,Spr 17-18,
C&HE,EDHE 7850,Graduate,Org and Gov of Higher Educ,Spr 17-18,
C&HE,EDHE 7860,Graduate,Management in Higher Education,Spr 17-18,100
C&HE,EDHE 7880,Graduate,Policy in Higher Education,Spr 17-18,66.7
C&HE,EDHE 7890,Graduate,Advanced Applications for HEd,Spr 17-18,
C&HE,EDHE 7915,Graduate,International Service-Learning,Spr 17-18,
C&HE,EDHE 7920,Graduate,Pract High Educ Admin,Spr 17-18,
C&HE,EDHE 8210,Graduate,Critical Race Theory in HEd,Spr 17-18,
C&HE,EDHE 8900,Graduate,Adv Spec Topics in Higher Educ,Spr 17-18,
C&HE,EDHE 8930,Graduate,Readings and Research in HEd,Spr 17-18,17.1
C&HE,EDHE 8950,Graduate,Dissertation,Spr 17-18,71.1
C&HE,EDCE 2010,Undergraduate,Career and Life Planning,Spr 17-18,46.7
C&HE,EDCE 4000,Undergraduate,Spec Topics Guid and Counsel,Spr 17-18,76.7
C&HE,EDCE 4100,Undergraduate,Human Relations,Spr 17-18,63.3
C&HE,EDCP 4000,Undergraduate,Special Topics,Spr 17-18,66.7
EDST,EDAD 5900,Graduate,Special Topics in EDAD,Spr 17-18,
EDST,EDAD 5910,Graduate,Ed Administration Internship I,Spr 17-18,68
EDST,EDAD 5911,Graduate,Ed Admin Internship II,Spr 17-18,
EDST,EDAD 6010,Graduate,Intro Leadership Org Behavior,Spr 17-18,
EDST,EDAD 6020,Graduate,Structure & Behavior Educ Orgs,Spr 17-18,0
EDST,EDAD 6021,Graduate,The School and Community,Spr 17-18,
EDST,EDAD 6110,Graduate,Educational Law for School Ldr,Spr 17-18,
EDST,EDAD 6210,Graduate,Educational Finance Schl Ldrsh,Spr 17-18,
EDST,EDAD 6310,Graduate,Personnel Administration in Ed,Spr 17-18,80
EDST,EDAD 6400,Graduate,The Principalship,Spr 17-18,
EDST,EDAD 6425,Graduate,Role of Principal in Instruct,Spr 17-18,
EDST,EDAD 6610,Graduate,School-Community Relations,Spr 17-18,
EDST,EDAD 6900,Graduate,Special Topics in EDAD,Spr 17-18,
EDST,EDAD 6942,Graduate,Research Educational Admin,Spr 17-18,20
EDST,EDAD 6980,Graduate,Ed Admin Portfolio: Data Gath,Spr 17-18,34.5
EDST,EDAD 7071,Graduate,Comparative Cultures & Educ,Spr 17-18,
EDST,EDAD 7072,Graduate,Education & Development,Spr 17-18,44
EDST,EDAD 7073,Graduate,Perspectives Int'l Global Educ,Spr 17-18,
EDST,EDAD 7300,Graduate,Advanced Seminar in Leadership,Spr 17-18,
EDST,EDAD 7522,Graduate,Education and Development,Spr 17-18,
EDST,EDAD 7523,Graduate,Global Education & Development,Spr 17-18,
EDST,EDAD 7524,Graduate,Global & Trancultural,Spr 17-18,
EDST,EDAD 7525,Graduate,Advanced Comparative Education,Spr 17-18,
EDST,EDAD 7710,Graduate,Community Education,Spr 17-18,
EDST,EDAD 7820,Graduate,Politics/Policy in Education,Spr 17-18,16
EDST,EDAD 7900,Graduate,Special Topics in Ed Admin,Spr 17-18,5.9
EDST,EDAD 7915,Graduate,Adv Sem Ed Leadership I,Spr 17-18,
EDST,EDAD 7916,Graduate,Adv Sem Ed Leadership II,Spr 17-18,
EDST,EDAD 8110,Graduate,Legal Aspects of Educ Admin,Spr 17-18,
EDST,EDAD 8800,Graduate,Rural Schools and Communities,Spr 17-18,66.7
EDST,EDAD 8810,Graduate,Organization Education Systems,Spr 17-18,
EDST,EDAD 8820,Graduate,Politics/Policy in Education,Spr 17-18,
EDST,EDAD 8900,Graduate,Special Topics in EDAD,Spr 17-18,32
EDST,EDAD 8901,Graduate,Research in Educ Research,Spr 17-18,75
EDST,EDAD 8950,Graduate,Dissertation,Spr 17-18,11.8
EDST,EDCS 5010,Graduate,History & Philosophies of Edu,Spr 17-18,50
EDST,EDCS 5020,Graduate,Education & Social Change,Spr 17-18,
EDST,EDCS 5030,Graduate,Advanced Philosophy of Educ,Spr 17-18,
EDST,EDCS 5040,Graduate,Soc Politics & Change in Edu,Spr 17-18,60
EDST,EDCS 5100,Graduate,Intro Critical Studies in Educ,Spr 17-18,
EDST,EDCS 5110,Graduate,Colloquium Critical Studies Ed,Spr 17-18,25
EDST,EDCS 5900,Graduate,Independent Study Critical Stu,Spr 17-18,0
EDST,EDCS 6010,Graduate,Education & Cultural Diversity,Spr 17-18,
EDST,EDCS 6900,Graduate,Special Topics Critical Study,Spr 17-18,0
EDST,EDCS 6920,Graduate,Practicum in Critical Studies,Spr 17-18,20
EDST,EDCS 6940,Graduate,Research Critical Studies Educ,Spr 17-18,70
EDST,EDCS 6941,Graduate,Master's Res Project CS Edu,Spr 17-18,80
EDST,EDCS 6950,Graduate,Masters Thesis Critical St Ed,Spr 17-18,0
EDST,EDCS 8010,Graduate,Crit Cult Theo & Pedag Empwer,Spr 17-18,50
EDST,EDCS 8900,Graduate,Special TopicsCritical Studies,Spr 17-18,0
EDST,EDCS 8920,Graduate,Practicum in Critical Studies,Spr 17-18,0
EDST,EDCS 8940,Graduate,Research Critical Studies Educ,Spr 17-18,10
EDST,EDCS 8950,Graduate,Dissertation Critical Studies,Spr 17-18,
EDST,EDCT 5011,Graduate,Technology Apps in Education,Spr 17-18,
EDST,EDCT 5012,Graduate,CET-Technology in Education,Spr 17-18,
EDST,EDCT 6002,Graduate,Visual Literacy Mediated Instr,Spr 17-18,36.7
EDST,EDCT 6011,Graduate,Instructional Design,Spr 17-18,
EDST,EDCT 6012,Graduate,Teaching and Learning Online,Spr 17-18,
EDST,EDCT 6030,Graduate,Princ. of Instructional Design,Spr 17-18,56.7
EDST,EDCT 6031,Graduate,Adv Tpcs Instructional Design,Spr 17-18,
EDST,EDCT 6032,Graduate,Adult Learning in Online Envs,Spr 17-18,
EDST,EDCT 6042,Graduate,Leadrsh & Prof Develop in Tech,Spr 17-18,44
EDST,EDCT 6051,Graduate,Multimedia Tools in Education,Spr 17-18,
EDST,EDCT 6052,Graduate,Assess & Eval Tech Rich Class,Spr 17-18,
EDST,EDCT 6122,Graduate,Masters Portfolio inTechnology,Spr 17-18,6
EDST,EDCT 6901,Graduate,Workshops on Special Topics,Spr 17-18,20
EDST,EDCT 6910,Graduate,CET Clinical Practice,Spr 17-18,2.7
EDST,EDCT 6913,Graduate,Master's Research Project,Spr 17-18,0
EDST,EDCT 6940,Graduate,Research in Education,Spr 17-18,0
EDST,EDCT 6950,Graduate,Thesis,Spr 17-18,0
EDST,EDCT 7011,Graduate,Phil of Instructional Tech,Spr 17-18,
EDST,EDCT 7021,Graduate,Online Course Development,Spr 17-18,
EDST,EDCT 7022,Graduate,Issues & Trends in Inst Tech,Spr 17-18,
EDST,EDCT 7032,Graduate,Research Lit Instruction Tech,Spr 17-18,
EDST,EDCT 7042,Graduate,Emerging Tech for Learning,Spr 17-18,
EDST,EDCT 7900,Graduate,Adv Seminar Instructional Tech,Spr 17-18,50
EDST,EDCT 7964,Graduate,Adv Seminar IT - IT Philosophy,Spr 17-18,
EDST,EDCT 8920,Graduate,Practicum Instructional Tech,Spr 17-18,20
EDST,EDCT 8930,Graduate,Research in Education,Spr 17-18,17.5
EDST,EDCT 8950,Graduate,Dissertation,Spr 17-18,35
EDST,EDRE 5010,Graduate,Intro to Research Methods,Spr 17-18,82
EDST,EDRE 5900,Graduate,Special Topics in EDRE,Spr 17-18,2.5
EDST,EDRE 6900,Graduate,Special Topics in EDRE,Spr 17-18,0
EDST,EDRE 6920,Graduate,Special Projects in Ed Resrch,Spr 17-18,0
EDST,EDRE 6930,Graduate,Readings in Ed Resrch & Eval,Spr 17-18,0
EDST,EDRE 6940,Graduate,Research in Ed Resrch & Eval,Spr 17-18,0
EDST,EDRE 6950,Graduate,Thesis,Spr 17-18,0
EDST,EDRE 7110,Graduate,Theory/Techn Test Development,Spr 17-18,
EDST,EDRE 7120,Graduate,Item Response Theory,Spr 17-18,
EDST,EDRE 7200,Graduate,Educational Statistics,Spr 17-18,100
EDST,EDRE 7210,Graduate,Regression Analysis in Educ,Spr 17-18,85
EDST,EDRE 7230,Graduate,Questionnaire & Scale Develop,Spr 17-18,93.3
EDST,EDRE 7330,Graduate,Research Design in Education,Spr 17-18,100
EDST,EDRE 7500,Graduate,Intro to Qual Research Methods,Spr 17-18,100
EDST,EDRE 7510,Graduate,Qualitative Interviewing,Spr 17-18,33.3
EDST,EDRE 7520,Graduate,Ethnographic Methods in Educ,Spr 17-18,
EDST,EDRE 7600,Graduate,Multivariate Stats Methods Ed,Spr 17-18,
EDST,EDRE 7610,Graduate,Computer Programming in EDRE,Spr 17-18,
EDST,EDRE 7800,Graduate,Program Evaluation in Educ,Spr 17-18,
EDST,EDRE 7910,Graduate,Advanced Projects Educ Resrch,Spr 17-18,
EDST,EDRE 7930,Graduate,Advanced Readings in EDRE,Spr 17-18,10
EDST,EDRE 7940,Graduate,Advanced Research in EDRE,Spr 17-18,2.5
EDST,EDRE 8900,Graduate,Special Topics in EDRE,Spr 17-18,12.5
EDST,EDRE 8950,Graduate,Dissertation,Spr 17-18,25
EDST,EDAD 2520,Undergraduate,Admin in Non-Western Cultures,Spr 17-18,
EDST,EDAD 4200,Undergraduate,Comparative Cultures & Educ,Spr 17-18,
EDST,EDAD 4900,Undergraduate,Special Topics in EDAD,Spr 17-18,0
EDST,EDCS 1011,Undergraduate,Intro to Diversity Studies,Spr 17-18,96.7
EDST,EDCS 3010,Undergraduate,Education & Cultural Diversity,Spr 17-18,100
EDST,EDCS 4001,Undergraduate,Democracy Diversity & Educ,Spr 17-18,50
EDST,EDCS 4900,Undergraduate,Special Topics Critical Study,Spr 17-18,
EDST,EDCS 4920,Undergraduate,Practicum in Critical Studies,Spr 17-18,
EDST,EDCS 4930,Undergraduate,Independent Study Critical Stu,Spr 17-18,0
EDST,EDCT 2030,Undergraduate,Technological Apps inEducation,Spr 17-18,68.3
HCSE,CONS 5900,Graduate,Special Topics in CONS,Spr 17-18,
HCSE,CONS 5953,Graduate,Customer Service,Spr 17-18,
HCSE,CONS 6000,Graduate,Seminar in HCS,Spr 17-18,
HCSE,CONS 6940,Graduate,Research,Spr 17-18,20
HCSE,CONS 6950,Graduate,Thesis,Spr 17-18,10
HCSE,RFPD 5070,Graduate,Texitle and Fashion Industry,Spr 17-18,
HCSE,RFPD 5900,Graduate,Special Topics in RFPD,Spr 17-18,
HCSE,RFPD 6090,Graduate,Psy Soc and Econ Aspects,Spr 17-18,
HCSE,RFPD 6170,Graduate,Readings: Apparel Text Merch,Spr 17-18,
HCSE,RFPD 6500,Graduate,Theories in Merchandising,Spr 17-18,
HCSE,RFPD 6900,Graduate,Special Topics in RFPD,Spr 17-18,
HCSE,RHT 5330,Graduate,Food Sanitation and Safety,Spr 17-18,
HCSE,RHT 5340,Graduate,Intro Food Production: Hosp,Spr 17-18,
HCSE,CONS 1100,Undergraduate,Opportunities Fam and Con Sci,Spr 17-18,
HCSE,CONS 2500,Undergraduate,Family as Consumers Global Com,Spr 17-18,34.5
HCSE,CONS 3100,Undergraduate,HR for Customer Service,Spr 17-18,100
HCSE,CONS 3400,Undergraduate,Teach Family and Consumer Sci,Spr 17-18,0
HCSE,CONS 3450J,Undergraduate,Writing Human/Consumer Sci,Spr 17-18,11.4
HCSE,CONS 3890,Undergraduate,Customer Service Career Dev,Spr 17-18,
HCSE,CONS 3950,Undergraduate,Consumer Resource and Fin Mgt,Spr 17-18,44
HCSE,CONS 4910,Undergraduate,Field Work- Career Tech Educ,Spr 17-18,
HCSE,CONS 4916,Undergraduate,Internship: Food Service,Spr 17-18,
HCSE,CONS 4952,Undergraduate,Workshop in FCS,Spr 17-18,
HCSE,CONS 4953,Undergraduate,Customer Service,Spr 17-18,66.7
HCSE,CONS 4961,Undergraduate,Seminar FCSE,Spr 17-18,
HCSE,RFPD 1100,Undergraduate,Fashion and Culture,Spr 17-18,41.9
HCSE,RFPD 1500,Undergraduate,Design and Illustration,Spr 17-18,96.9
HCSE,RFPD 1600,Undergraduate,Color Theory for Visual Merch,Spr 17-18,100
HCSE,RFPD 2010,Undergraduate,Introduction to Retailing,Spr 17-18,46.7
HCSE,RFPD 2150,Undergraduate,Elementary Textiles,Spr 17-18,100
HCSE,RFPD 3830,Undergraduate,Product Dev Eval and Distrib,Spr 17-18,100
HCSE,RFPD 3890,Undergraduate,Career Search Strategies,Spr 17-18,100
HCSE,RFPD 4070,Undergraduate,Global Retail Issues,Spr 17-18,82.9
HCSE,RFPD 4230,Undergraduate,Retail Merchandising-Strategy,Spr 17-18,94.3
HCSE,RFPD 4300,Undergraduate,Buying and Planning,Spr 17-18,100
HCSE,RFPD 4800,Undergraduate,Strategic Retail Policy,Spr 17-18,10
HCSE,RFPD 4900,Undergraduate,Special Topics in RFPD,Spr 17-18,
HCSE,RFPD 4920,Undergraduate,New York Study Tour,Spr 17-18,
HCSE,RFPD 4930,Undergraduate,Independent Study,Spr 17-18,0
HCSE,RHT 1050,Undergraduate,Intro to Food Operations Mgt,Spr 17-18,85
HCSE,RHT 1100,Undergraduate,Introduction to Hospitality,Spr 17-18,28.3
HCSE,RHT 1200,Undergraduate,Food and Culture,Spr 17-18,80
HCSE,RHT 1330,Undergraduate,Food Sanitation and Safety,Spr 17-18,98
HCSE,RHT 2990,Undergraduate,Intro to Food Preparation,Spr 17-18,
HCSE,RHT 3340,Undergraduate,Intro Food Production: Hosp,Spr 17-18,100
HCSE,RHT 3410,Undergraduate,Principles of Tourism,Spr 17-18,45.3
HCSE,RHT 3600,Undergraduate,Catering,Spr 17-18,60
HCSE,RHT 3610,Undergraduate,Hotel Operations,Spr 17-18,
HCSE,RHT 3620,Undergraduate,Convention and Event Planning,Spr 17-18,55
HCSE,RHT 3700,Undergraduate,Casino Management I,Spr 17-18,
HCSE,RHT 4000,Undergraduate,Hospitality Senior Seminar,Spr 17-18,35
HCSE,RHT 4390,Undergraduate,Restaurant Operations,Spr 17-18,60
HCSE,RHT 4400,Undergraduate,Beverage Management,Spr 17-18,
HCSE,RHT 4420,Undergraduate,Hospitality Accounting,Spr 17-18,
